               AR1sum    AR2sum    AR1max    AR2max    AR1xCe    AR2xCe    AR1yCe    AR2yCe
Sample_857   0.537523  0.297804 -0.078047  0.235743 -0.024949 -0.019626  0.056052  0.034921
Sample_858   0.603888  0.203678  0.387990 -0.106248 -0.073689 -0.026686  0.010472 -0.032016
Sample_859   0.849291  0.046332  0.081751  0.239669 -0.010313 -0.016888  0.060183  0.073299
Sample_860   0.679696  0.145394  0.200865  0.086333 -0.073956  0.006951  0.054159  0.010045
Sample_861   0.475837  0.282891  0.241884  0.290420 -0.008973 -0.047229  0.024190  0.003225
Sample_862   0.866381 -0.010929  0.183369  0.439233 -0.048907 -0.033216  0.137001  0.017090
Sample_863   0.807157  0.000138  0.760671 -0.027258 -0.019868 -0.009715  0.151433 -0.021327
Sample_864   0.783589  0.113320  0.489144 -0.064587 -0.123789 -0.061362  0.143738  0.047096
Sample_865   1.172821 -0.223946  0.032534  0.176778  0.115734 -0.056855  0.121125  0.084474
Sample_866   0.568282  0.301345  0.338930  0.340846 -0.040876 -0.038036  0.167333  0.010044
Sample_867   0.534247  0.291994  0.126996  0.185362 -0.024016 -0.019141  0.128583  0.102889
Sample_868   0.553873  0.361529  0.511920  0.130341 -0.033759 -0.022352  0.065796  0.000775
Sample_869   0.780341  0.134025  0.410465  0.177731 -0.078610 -0.022642  0.069695  0.069266
Sample_870   0.860629 -0.026229  0.586739 -0.195825 -0.021037 -0.016215  0.078473  0.020475
Sample_871   0.616282  0.284961  0.087938  0.203512 -0.019722 -0.041619 -0.078195  0.006435
Sample_872   0.543049  0.295073 -0.139856  0.090184 -0.000181 -0.022569  0.089725  0.042385
Sample_873   1.017792 -0.146997  0.368999  0.105579 -0.037029 -0.045945  0.046950  0.055746
Sample_874   0.635199  0.213189  0.927166 -0.236028 -0.052893 -0.013401  0.067440  0.031997
Sample_875   0.996224 -0.084990  0.506663 -0.043891 -0.081202  0.001641  0.161806  0.004507
Sample_876   0.835712  0.116532  0.433779  0.215501  0.004973 -0.093963  0.105553  0.095780
Sample_877   0.753961  0.123566  0.024601  0.209109 -0.041099 -0.031806  0.014161 -0.020825
Sample_878   0.767543  0.168398  0.302184  0.004284 -0.028570 -0.019475  0.059770  0.025485
Sample_879   0.758753  0.074430  0.435512  0.243684  0.000231 -0.016319  0.069365  0.077123
Sample_880   1.033691 -0.163798  0.176875  0.061617 -0.072592 -0.034640  0.111006  0.061883
Sample_881   0.554009  0.153104 -0.061143  0.001678  0.035179  0.025623  0.026029  0.002763
Sample_882   0.721841  0.099085  0.453692 -0.042267  0.018467 -0.022304  0.104995  0.070969
Sample_883   1.061637 -0.201770  0.049350  0.023175  0.006225 -0.012167  0.011458  0.033845
Sample_884   0.428277  0.435026  0.122222  0.470149  0.028560  0.020206  0.045964  0.044126
Sample_885   0.450483  0.429278  0.106386  0.006842  0.013154  0.006180  0.056921  0.086157
Sample_886   0.883360 -0.074647  0.434251 -0.000688 -0.005793 -0.017636  0.115290  0.055394
Sample_887   0.898597 -0.020519  0.262812  0.440050 -0.041089 -0.018630  0.061645  0.059382
Sample_888   0.794518  0.042151  0.547231 -0.187026 -0.052299 -0.016828  0.096290  0.030934
Sample_889   1.120042 -0.376652  0.308603  0.089046 -0.027690 -0.016837  0.151033  0.120796
Sample_890   0.686102  0.181219  0.134877  0.008966 -0.012058 -0.013050  0.059870 -0.003285
Sample_891   0.544927  0.204985 -0.612574 -0.079571 -0.000136 -0.023857  0.013551  0.054032
Sample_892   1.044529 -0.157650 -0.164972  0.249973 -0.019375 -0.006230  0.130413  0.054227
Sample_893   0.631222  0.214123  0.606998 -0.176230 -0.095730 -0.027336  0.075735  0.018661
Sample_894   0.489462  0.258818  0.372967  0.182453 -0.002386 -0.001766 -0.002233  0.149485
Sample_895   0.783212 -0.046829  0.401468  0.019555  0.028676 -0.021904 -0.001228  0.031209
Sample_896   0.975418 -0.163796  0.311360  0.292366 -0.023300 -0.006244  0.104171  0.037145
Sample_897   0.572787  0.283304  0.113985  0.172051  0.015243  0.003166  0.064542  0.003291
Sample_898   0.601081  0.244341  0.567847  0.118847  0.026048 -0.008708  0.133216  0.024641
Sample_899   0.908683 -0.072152  0.429629  0.163239 -0.014659 -0.054351  0.134511  0.121455
Sample_900   0.728655  0.072892  0.154267 -0.059403 -0.073174 -0.012605  0.118134  0.004794
Sample_901   0.753036  0.101591  0.094833  0.120657 -0.013724 -0.018821  0.076066  0.065488
Sample_902   0.687801  0.125287  0.511798  0.231388  0.006778 -0.004605  0.092760  0.055055
Sample_903   0.668447  0.156267  0.384852  0.058716 -0.032733  0.000276  0.104667  0.094670
Sample_904   0.965134 -0.025742  0.512637  0.137029  0.020544 -0.077107  0.104538  0.083701
Sample_905   0.791010  0.109926  0.357464  0.287655 -0.019949 -0.002830  0.084555  0.190158
Sample_906   0.591527  0.304262  0.052366  0.023173  0.006297 -0.025385  0.135298  0.115207
Sample_907   0.644147  0.152322 -0.450007 -0.162389 -0.078903 -0.055436  0.405410 -0.001168
Sample_908   0.936933 -0.024925  0.348637  0.071432 -0.002450 -0.050484  0.124707  0.052315
Sample_909   0.958467 -0.141169  0.445548 -0.091886 -0.008560 -0.012381  0.200007  0.042930
Sample_910   0.868847 -0.102459  0.510323 -0.141562  0.000913 -0.035881  0.127310  0.055316
Sample_911   0.856206 -0.116205  0.225031  0.043665  0.005059 -0.001744  0.056147  0.061778
Sample_912   0.625149  0.308876  0.224232  0.081300  0.004611 -0.009976  0.041118  0.003607
Sample_913   0.922299 -0.219256  0.682949 -0.204817 -0.004834 -0.017109 -0.049007 -0.001253
Sample_914   0.723043  0.048068  0.160794  0.159803 -0.021544 -0.015583  0.127604  0.096561
Sample_915   0.730618  0.165194  0.632480  0.003627  0.042544 -0.069765  0.173259  0.158773
Sample_916   0.745518  0.164316  0.229942  0.230764 -0.054488 -0.013401  0.076256  0.147339
Sample_917   0.900027  0.005011  0.288043  0.020630 -0.005400 -0.008148  0.076576  0.176598
Sample_918   0.846962 -0.083105 -0.271589  0.008896 -0.055928 -0.030353  0.018977 -0.032407
Sample_919   0.652687  0.138921  0.256699  0.077185 -0.006770 -0.023215  0.024119  0.023138
Sample_920   0.756837 -0.002627  0.371669  0.227562 -0.034203 -0.019966  0.057499  0.095498
Sample_921   0.561824  0.317919  0.378735  0.070167  0.000718 -0.025492  0.176619  0.141389
Sample_922   0.716149  0.083840  0.352398  0.269699 -0.028261 -0.033873  0.093261  0.034124
Sample_923   0.721559  0.162547  0.352871  0.277345  0.010735 -0.018556  0.102249  0.051372
Sample_924   0.377642  0.451411 -0.521505 -0.167311  0.027451 -0.004840  0.060227  0.040487
Sample_925   0.602979  0.169491  0.257217  0.296569 -0.024713 -0.024593  0.095814  0.031093
Sample_926   0.748406  0.166276  0.476397  0.131146 -0.008840 -0.022594  0.125916  0.077807
Sample_927   0.837913  0.106184  0.228358  0.318374  0.008993 -0.013196  0.080667  0.124842
Sample_928   0.543792  0.279671  0.351248  0.150859 -0.067858 -0.049147  0.077589  0.036784
Sample_929   0.772271  0.108344  0.855339 -0.229327 -0.012866 -0.031309  0.057850  0.066122
Sample_930   0.867892 -0.092131  0.046424  0.297308 -0.028118 -0.040488  0.048238  0.025152
Sample_931   0.553739  0.313293  0.152014  0.342970 -0.019830 -0.041074  0.035597  0.037737
Sample_932   0.575113  0.201909  0.185988  0.362718 -0.014830 -0.055203  0.077300  0.057446
Sample_933   0.727273  0.125543  0.523927 -0.028007 -0.000951 -0.027908  0.068148  0.063070
Sample_934   0.307582  0.635012  0.673384 -0.019715 -0.092069 -0.043520  0.279040  0.004341
Sample_935   0.512598  0.369424  0.336573  0.213012  0.005808 -0.013263  0.077502  0.028676
Sample_936   0.553339  0.302022  0.014091 -0.048654 -0.032956 -0.040348  0.070137  0.025172
Sample_937   0.707435  0.164163  0.747544 -0.045308 -0.009747 -0.012511  0.071909  0.026273
Sample_938   0.882708 -0.045502  0.097939  0.150564 -0.013374 -0.057823  0.170366  0.043596
Sample_939   0.861425  0.065302  0.380577 -0.027598 -0.021107 -0.049773  0.130339  0.062747
Sample_940   0.637215  0.222395  0.246704 -0.094174  0.012403 -0.012700  0.070400  0.026074
Sample_941   0.658576  0.140867  0.336022  0.366900  0.012739 -0.004398  0.109465  0.054210
Sample_942   0.572696  0.244987  0.513124  0.130621 -0.013747 -0.030081 -0.041241  0.023188
Sample_943   0.797179  0.039025  0.476902 -0.057017 -0.006562 -0.019227  0.065118  0.083848
Sample_944   0.718947  0.114247  0.516543  0.101029 -0.040628 -0.006559  0.055888  0.023719
Sample_945   0.629611  0.197128  0.636772  0.042078 -0.006255  0.001199  0.092957  0.032277
Sample_946   0.534397  0.289113  0.198148  0.368022 -0.005204 -0.001867  0.070446  0.047613
Sample_947   0.636926  0.165093  0.424892  0.162785 -0.021695 -0.024224  0.172867  0.011476
Sample_948   0.412080  0.347973  0.229843  0.204315  0.007104 -0.009411  0.077142  0.018787
Sample_949   0.602056  0.196633  0.207244  0.140381 -0.009093 -0.035392  0.001955 -0.000703
Sample_950   0.797637  0.035479  0.135288  0.266136 -0.022446 -0.097917  0.129180  0.265243
Sample_951   0.672883  0.141675 -0.029329  0.319911 -0.017647 -0.029388  0.130878  0.004693
Sample_952   0.524049  0.277196  0.113555  0.122981 -0.030940 -0.043670  0.014180  0.021467
Sample_953   0.528331  0.267123  0.097383  0.242421 -0.000619 -0.030829  0.102559  0.116513
Sample_954   0.676247  0.179177  0.341695  0.165622 -0.011676 -0.002282  0.074649  0.009988
Sample_955   0.407347  0.438781  0.154118  0.375488 -0.004139 -0.084485  0.012755  0.181116
Sample_956   0.611587  0.113600  0.279873  0.182192 -0.049885 -0.046247  0.096912  0.075056
Sample_957   0.575082  0.158384  0.053727  0.038218 -0.489464 -0.311214 -0.856288 -0.756183
Sample_958   0.682385  0.113015  0.424477  0.199327 -0.018238 -0.114476  0.062376  0.216630
Sample_959   0.412146  0.295807  0.347203  0.273072 -0.065379 -0.063136  0.061375  0.167005
Sample_960   0.358882  0.383435 -0.049944  0.011730 -0.042991  0.001631  0.108303  0.173557
Sample_961   0.641789  0.225877  0.287346 -0.043285 -0.010502 -0.041140  0.156729  0.070047
Sample_962   0.824506 -0.125142  0.240335  0.279128  0.010631 -0.015163  0.168806  0.088893
Sample_963   0.592080  0.204567  0.200436  0.382648 -0.033304 -0.033608 -0.192650 -0.045899
Sample_964   0.515359  0.210969  0.045371  0.046903 -0.024017 -0.011012  0.062309 -0.042864
Sample_965   0.527866  0.302609  0.147731  0.239320  0.045390 -0.066303  0.084065  0.022852
Sample_966   0.485159  0.334885 -0.564493 -0.019150 -0.852077 -0.254956 -0.829212 -0.287241
Sample_967   0.711389  0.115888  0.649649  0.007559 -0.031825 -0.014243  0.044658  0.011970
Sample_968   0.788008  0.084475  0.385047  0.077425 -0.009892 -0.020047  0.121778  0.141355
Sample_969   0.833875  0.051148  0.119852  0.139377 -0.038776 -0.014309 -0.017616  0.040487
Sample_970   0.693536  0.143461  0.221366  0.152577 -0.024929 -0.019263  0.196211  0.052122
Sample_971   0.963039 -0.097688  0.188916 -0.040445 -0.013768 -0.017354  0.186405  0.021267
Sample_972   0.657570  0.058640  0.473415 -0.076145 -0.030552 -0.034273  0.115417  0.047325
Sample_973   0.803727  0.043393  0.581245  0.184461 -0.009720 -0.037239  0.129781  0.055657
Sample_974   0.769580  0.087487  0.366506  0.091665  0.003067 -0.016712  0.077006  0.142981
Sample_975   0.622386  0.201790 -0.621795 -0.267107 -0.001636 -0.152336 -0.120843  0.193749
Sample_976   0.721738  0.097676  0.848480 -0.210267 -0.026221 -0.020980 -0.075461  0.032279
Sample_977   0.618864  0.297120  0.523627  0.170332 -0.027909 -0.015817  0.098714  0.057877
Sample_978   0.760031  0.030858  0.465414  0.086232 -0.031093 -0.026495  0.149987  0.053855
Sample_979   0.750353 -0.050439  0.333922  0.299540 -0.014487 -0.023678  0.071802  0.020151
Sample_980   0.593243  0.248408  0.222269  0.177113 -0.011603 -0.002773  0.107473  0.073765
Sample_981   0.678458  0.170488  0.545590  0.294724 -0.006143 -0.028124  0.092700  0.035327
Sample_982   0.843402 -0.003070 -0.433036 -0.243338 -0.027390 -0.032109  0.106882  0.067761
Sample_983   0.839910 -0.088866  0.378239  0.164901 -0.009008 -0.028982  0.094687  0.010825
Sample_984   0.997727 -0.054546  0.353749  0.269585 -0.037830 -0.037950  0.122068  0.049177
Sample_985   0.909550 -0.005973  0.015135  0.220779 -0.038019 -0.027641  0.127736  0.006874
Sample_986   0.866087 -0.233141  0.145655  0.256786 -0.021267 -0.019502  0.084593  0.018441
Sample_987   0.678899  0.270741 -0.247694 -0.007405  0.004552 -0.010790  0.017559  0.021137
Sample_988   0.487561  0.158749  0.129056  0.096275 -0.376506 -0.126307 -0.608526 -0.283612
Sample_989   0.371532  0.467029  0.093224  0.231561 -0.027453 -0.031033  0.050246  0.129958
Sample_990   0.760058  0.095839  0.449430 -0.217784 -0.014806 -0.029825  0.057905  0.023726
Sample_991   0.842100 -0.046323  0.365467 -0.104701 -0.027159  0.005297  0.234760 -0.040764
Sample_992   0.851580 -0.092086  0.224787  0.109985 -0.020271 -0.029272  0.102190 -0.005131
Sample_993   0.648732  0.161268  0.238571  0.067833 -0.008362  0.013936  0.026231 -0.091256
Sample_994   0.824676 -0.028771  0.218509  0.245036 -0.016215 -0.022343  0.057619  0.006175
Sample_995   1.073019 -0.187455  0.757835 -0.307268 -0.087184 -0.023997  0.241537 -0.008027
Sample_996   0.597607  0.219972  0.071388  0.445581  0.002075 -0.018135  0.095908 -0.004498
Sample_997   0.793437 -0.027840  0.316380  0.300849 -0.005622 -0.000005  0.089017  0.062620
Sample_998   0.500053  0.306028  0.160182  0.039695  0.011127 -0.027759 -0.017522  0.088671
Sample_999   0.579422  0.065554  0.298485  0.253667 -0.000340 -0.049704  0.063380  0.045908
Sample_1000  0.746246  0.021267  0.356216  0.139311 -0.059191 -0.005991  0.159687 -0.007703
Sample_1001  0.837704  0.016227  0.469173 -0.089088  0.012706 -0.065542  0.061722  0.151847
Sample_1002  0.687146  0.095411  0.195414  0.444372 -0.015215 -0.027668  0.036382  0.008898
Sample_1003  0.835603  0.021388  0.636164  0.010336 -0.047955 -0.010670  0.128271  0.017579
Sample_1004  0.803105  0.085115  0.973945 -0.391808 -0.025027 -0.037093  0.121400  0.074111
Sample_1005  0.469572  0.229446 -0.158261  0.049522 -0.017714 -0.016767  0.117467  0.094856
Sample_1006  0.545793  0.247777  0.064794  0.041664 -0.034416 -0.039739  0.063044  0.037684
Sample_1007  0.806054 -0.066534  0.172960  0.131374 -0.053781 -0.064770  0.230482  0.043852
Sample_1008  0.945322 -0.107752  0.186492  0.279760 -0.036256 -0.028896  0.075175  0.046326
Sample_1009  0.425194  0.204336  0.358395 -0.012452  0.005486 -0.008785  0.076001  0.035429
Sample_1010  0.719408  0.132633  0.609329 -0.045497 -0.064502 -0.038697  0.201528  0.009755
Sample_1011  0.273786  0.407359  0.049838  0.496899 -0.003165 -0.035056  0.043523  0.126140
Sample_1012  0.646976  0.142756  0.355727 -0.110525 -0.003202 -0.025237  0.017744  0.061045
Sample_1013  0.713133  0.102420  0.159798  0.394219  0.011113 -0.114573  0.035576  0.250272
Sample_1014  0.573194  0.272557  0.460445  0.048205 -0.019567 -0.015482  0.115778  0.090775
Sample_1015  0.932396 -0.192838  0.741932 -0.040202 -0.037835 -0.027606  0.208631 -0.075117
Sample_1016  0.502337  0.193375  0.356939  0.057766 -0.000444  0.013906  0.067562  0.144212
Sample_1017  0.760137  0.098410 -0.286235  0.168538 -0.018263 -0.011752  0.225031 -0.053135
Sample_1018  0.717566  0.093545  0.317085  0.096824  0.014372 -0.041786  0.217929  0.093381
Sample_1019  0.722391  0.139852  0.551461  0.000581 -0.012713 -0.010880  0.311370 -0.094845
Sample_1020  1.068738 -0.226047  0.814701 -0.153820 -0.011927 -0.010425  0.034357 -0.008229
Sample_1021  0.748322 -0.032836  0.727048 -0.180468  0.022255  0.000799  0.031071  0.106941
Sample_1022  0.342886  0.421380  0.333120  0.126342 -0.042632 -0.012121 -0.036819  0.054660
Sample_1023  0.818152 -0.031811  0.424878  0.243016  0.004504  0.016331  0.156142  0.001978
Sample_1024  0.718723  0.041235  0.750794 -0.014096 -0.021718 -0.030439  0.002295 -0.012241
Sample_1025  1.182888 -0.404790  0.128210 -0.032808  0.007577 -0.016541  0.087685 -0.028439
Sample_1026  1.121545 -0.216866  0.206478  0.019350  0.013518 -0.005715  0.175191 -0.015993
Sample_1027  0.638499  0.214263  0.418005  0.242934 -0.008095  0.022921  0.125480  0.128753
Sample_1028  0.850209 -0.018553  0.593513 -0.078230  0.044347  0.001695 -0.016994  0.118140
Sample_1029  0.766274  0.050925  0.030367  0.109189 -0.025994 -0.020360 -0.014315  0.085051
Sample_1030  0.592228  0.336617  0.093745  0.608261  0.062767  0.027211  0.130108  0.006726
Sample_1031  0.744050 -0.052268  0.186027  0.138968  0.007607 -0.021198  0.029293  0.075604
Sample_1032  0.282968  0.350326  0.745561 -0.108549 -0.042069 -0.030576 -0.021331 -0.016477
Sample_1033  0.498431  0.244329  0.322479  0.230258  0.006543 -0.007136  0.142517 -0.054670
Sample_1034  0.592903  0.152819  0.768013 -0.172276 -0.006790 -0.013862  0.056795  0.022731
Sample_1035  0.180855  0.515003  0.171116  0.285184  0.045373  0.035037  0.105149  0.086441
Sample_1036  0.813408  0.092971  0.719804 -0.092553  0.016237  0.002234  0.102238 -0.008242
Sample_1037  0.756192  0.119921  0.648520  0.081000  0.012581 -0.040034  0.155688  0.174280
Sample_1038  0.711747  0.211677  0.552311  0.151312 -0.041604 -0.011646  0.058031  0.018816
Sample_1039  0.671851  0.193901  0.385975  0.100649 -0.002177 -0.001011 -0.086589  0.082170
Sample_1040  0.433125  0.240186 -0.323052 -0.357662 -0.020739 -0.054069  0.194565  0.034898
Sample_1041  0.768287  0.116403  0.689234 -0.171138 -0.012956 -0.035105  0.116309  0.182495
Sample_1042  1.319442 -0.357441  0.187436  0.380906 -0.010484 -0.001376  0.096334  0.001978
Sample_1043  0.484354  0.239577  0.385948  0.320016  0.001470 -0.010256  0.140599  0.087592
Sample_1044  0.789285  0.064077  0.723802 -0.201329 -0.050514 -0.022607  0.094342 -0.001028
Sample_1045  0.399351  0.451256 -0.223070  0.070257 -0.032784 -0.013121  0.296913 -0.014376
Sample_1046  0.602077  0.357974  0.653277 -0.051424 -0.033461 -0.012412  0.071365  0.060477
Sample_1047  0.874994 -0.041516  0.413447  0.308315  0.001790 -0.027139  0.238665  0.038301
Sample_1048  0.731579  0.107545  0.175234  0.190080 -0.037740 -0.027032  0.139875  0.095678
Sample_1049  0.641963  0.296384  0.527617  0.182451  0.003033 -0.013108  0.119238  0.115123
Sample_1050  0.505660  0.335705  0.506277 -0.005895  0.013049 -0.049761  0.138745  0.115287
Sample_1051  0.503031  0.329427  0.212610  0.366968  0.016102 -0.034100  0.100987  0.228060
Sample_1052  0.734074  0.103448  0.206833  0.118383  0.001221 -0.050570  0.116534  0.142788
Sample_1053  0.558580  0.261297  0.373253  0.293665  0.004486 -0.004349  0.063001  0.063431
Sample_1054  0.247470  0.453754  0.662571 -0.023921 -0.048410 -0.021574  0.116115  0.009058
Sample_1055  0.963560 -0.007840  0.170787 -0.098556  0.024153 -0.028683  0.234670  0.048860
Sample_1056  0.821246  0.042746  0.522893  0.079740 -0.013247 -0.018959  0.101682  0.072542
Sample_1057  0.420136  0.497834 -0.616231  0.074712  0.010128  0.002968  0.104241  0.040809
Sample_1058  0.653217  0.275682  0.276880  0.429956 -0.003577 -0.025329  0.158549  0.090373
Sample_1059  0.953068 -0.072608  0.344823  0.314466  0.000608 -0.006933  0.171650  0.092439
Sample_1060  0.881544  0.022446  0.306008  0.287814 -0.020634 -0.057735  0.203094  0.149206
Sample_1061  0.707096  0.053292  0.297158  0.207847 -0.004552 -0.017019  0.203573  0.078477
Sample_1062  0.834311 -0.088332  0.259027  0.092221 -0.025039 -0.023664  0.229305  0.040736
Sample_1063  0.880786 -0.092930  0.031339  0.000736 -0.545959 -0.105337 -0.494970 -0.064040
Sample_1064  0.848181 -0.018472  0.338924  0.119604  0.000040 -0.024030  0.124957  0.097491
Sample_1065  1.339894 -0.424672  0.788739 -0.039449  0.000699 -0.022250  0.258351  0.136295
Sample_1066  1.109832 -0.238245  0.424566  0.195330 -0.027562 -0.019324  0.158686  0.103845
Sample_1067  0.890303 -0.051054  0.369991  0.160062 -0.047075 -0.001531  0.061506 -0.015389
Sample_1068  0.750463  0.033468  0.537725  0.117744 -0.120062 -0.026860 -0.162354  0.065737
Sample_1069  0.842769 -0.109898 -0.102326  0.362683  0.011414 -0.030992  0.145455  0.042240
Sample_1070  0.606760  0.182229  0.231734  0.120357 -0.012978 -0.022306  0.141104  0.143829
Sample_1071  0.628812  0.148743  0.195845  0.290398 -0.017151 -0.015392  0.173586  0.066891
Sample_1072  0.901945 -0.093478  0.331826  0.264505  0.004086 -0.015444  0.165160  0.042949
Sample_1073  0.668092  0.183366  0.404624  0.259020 -0.011953 -0.007248  0.213527  0.045814
Sample_1074  0.842350 -0.003389  0.526576  0.147960 -0.000226 -0.014148  0.075987  0.126329
Sample_1075  0.923756 -0.094901  0.032390  0.445304 -0.031805  0.028864  0.026270  0.127455
Sample_1076  0.795089  0.027303  0.773359 -0.275306  0.019456 -0.081464  0.124495  0.213791
Sample_1077  0.604967  0.184838  0.228431  0.115088 -0.004622  0.002754  0.131782  0.025884
Sample_1078  0.651747  0.129387  0.175898  0.096130 -0.023396 -0.012512  0.041234  0.039631
Sample_1079  0.670096  0.083132  0.214074  0.322365 -0.029705 -0.029544  0.134406  0.134997
Sample_1080  0.512491  0.403515  0.102575  0.450259 -0.062140 -0.013205  0.259030  0.010654
Sample_1081  0.702340  0.161994  0.122934 -0.023380 -0.028484 -0.017285  0.246468  0.119416
Sample_1082  0.527675  0.269977  0.263997  0.324980 -0.017261  0.001003  0.066378  0.035996
Sample_1083  0.648482  0.085903  0.406713 -0.124653 -0.011590 -0.013079 -0.002409 -0.004756
Sample_1084  0.475535  0.247905  0.123223  0.314253 -0.024822 -0.002042  0.050380 -0.017735
Sample_1085  0.663638  0.070865  0.137217  0.097401 -0.059141 -0.037195  0.258236  0.042591
Sample_1086  0.565533  0.092312  0.086759  0.185107 -0.058293 -1.000000  0.015320  0.689532
Sample_1087  0.515854  0.162956  0.441351 -0.064018 -0.025860 -0.029948  0.072512  0.032923
Sample_1088  0.741121  0.098793  0.258395  0.107598 -0.011837 -0.005995  0.172219  0.056962
Sample_1089  0.768100 -0.028651  0.218877  0.244310 -0.005409 -0.010993  0.133418 -0.018080
Sample_1090  0.625960  0.202113  0.200936  0.072335  0.021164 -0.033077  0.003035 -0.045794
Sample_1091  0.427037  0.368779  0.325793  0.200268 -0.007278 -0.021440  0.104239  0.070215
Sample_1092  0.346925  0.479133  0.066175  0.201467  0.008922 -0.035226 -0.057637  0.156868
Sample_1093  0.608479  0.129302  0.175972  0.132324  0.004461 -0.010063  0.103328  0.036187
Sample_1094  0.388296  0.271283  0.167340  0.281991 -0.046161 -0.030495  0.013809  0.250575
Sample_1095  0.655804  0.148535  0.408615 -0.074936 -0.001414 -0.009369  0.149062  0.004850
Sample_1096  0.633678  0.266299  0.251683  0.193305  0.000687  0.036101  0.149457  0.072027
Sample_1097  0.706295  0.029472  0.827078 -0.052748 -0.030147 -0.007638  0.097439  0.002993
Sample_1098  0.706501  0.130522  0.203212  0.249388 -0.010260 -0.053794  0.122839  0.075686
Sample_1099  0.741712  0.078676  0.203163  0.479602  0.007904 -0.019898  0.060020 -0.009736
Sample_1100  0.751311  0.176349  0.440893 -0.209695 -0.007140 -0.055778  0.107604  0.087970
Sample_1101  0.887098 -0.060969  0.261361  0.147440 -0.023166 -0.023582  0.090967 -0.004815
Sample_1102  0.568401  0.310951  0.368486  0.290723 -0.075161 -0.013076  0.153972 -0.003361
Sample_1103  0.522104  0.278685  0.241578  0.375105 -0.139273 -0.055557  0.118725  0.083147
Sample_1104  0.592963  0.321128  0.211881  0.359775  0.017838 -0.035087  0.026359 -0.022488
Sample_1105  0.753541  0.203468  0.999255 -0.180021  0.021400 -0.024970  0.056724  0.078656
Sample_1106  0.710466  0.180119  0.471641  0.348798  0.028103 -0.012565  0.129916  0.020216
Sample_1107  0.465060  0.320510  0.241851  0.290619  0.036790 -0.059543  0.019363  0.039250
Sample_1108  1.117669 -0.249978  0.453038  0.198488 -0.003715 -0.036444  0.052714  0.011309
Sample_1109  0.451120  0.491500  0.732871  0.006776 -0.040491 -0.028053  0.022643  0.142212
Sample_1110  1.157939 -0.202047  0.690790 -0.027428 -0.062629 -0.042102  0.108168  0.034964
Sample_1111  0.080497  0.815409  0.162146  0.426747 -0.023013  0.013161  0.058233  0.027984
Sample_1112  0.549615  0.396842  0.336810  0.269958 -0.028319 -0.051643 -0.000025 -0.034001
Sample_1113  0.296044  0.248344  0.136702  0.265158 -0.016540 -0.082789  0.062225  0.198190
Sample_1114  0.859741 -0.039667  0.401653  0.056644 -0.032100 -0.040793  0.099751  0.133317
Sample_1115  0.918461 -0.071361  0.719827 -0.014978 -0.145714 -0.038357  0.320758 -0.097855
Sample_1116  0.554171  0.384287  0.283810  0.178732 -0.014673 -0.073266  0.009032  0.132348
Sample_1117  0.645147  0.269105  0.235269  0.310200 -0.036961 -0.106935  0.027312  0.223090
Sample_1118  0.701233  0.204142  0.024603  0.115760 -0.088545 -0.018940  0.170005 -0.008050
Sample_1119  1.396326 -0.467329  0.171118  0.227481 -0.039822 -0.015216  0.075775  0.061060
Sample_1120  0.859712  0.083443  0.218345  0.343679 -0.015591 -0.106085  0.041218  0.194834
Sample_1121  0.886094  0.054341  0.239680  0.406004  0.002616 -0.119620  0.069030  0.212919
Sample_1122  0.739013 -0.000676 -0.365167 -0.013712 -0.010501 -0.034873  0.114492 -0.022252
Sample_1123  0.602424  0.108869  0.076960 -0.016916 -0.019546  0.000472 -0.036755 -0.044155
Sample_1124  0.741950  0.012621  0.252985 -0.029283 -0.144554 -0.053743  0.233080 -0.021139
Sample_1125  0.537290  0.336151  0.605683  0.051311 -0.025165 -0.084737  0.041931  0.236771
Sample_1126  0.748022  0.063788  0.243098  0.193999 -0.018394 -0.082954  0.027391  0.105453
Sample_1127  0.808748  0.064043  0.382650  0.061971 -0.039999 -0.091469  0.047158  0.154852
Sample_1128  0.522437  0.120917 -0.148582 -0.045609 -0.008693 -0.027493  0.059223  0.015725
Sample_1129  0.914815  0.043332  0.581628 -0.103576 -0.027902 -0.031180  0.011354 -0.002379
Sample_1130  0.782811  0.098967  0.650131  0.007374 -0.011232 -0.096213  0.064363  0.218052
Sample_1131  0.662671  0.266164  0.478709 -0.053945  0.002529 -0.008549  0.079323  0.060615
Sample_1132  0.667634  0.238999 -0.347414 -0.256354 -0.014614 -0.122989  0.061720  0.246395
Sample_1133  0.467218  0.282503  0.157787  0.118778  0.008952 -0.060877 -0.336639 -0.092226
Sample_1134  0.586553  0.115577  0.001328  0.352670 -0.010182 -0.017561  0.039165  0.002234
Sample_1135  0.785721  0.076906  0.357961 -0.000525 -0.019726 -0.047513  0.075760  0.042858
Sample_1136  0.666423  0.059134  0.054308  0.130166 -0.008320 -0.028134  0.036926  0.014231
Sample_1137  0.662601  0.109990  0.234737  0.035749 -0.018373 -0.032085  0.053689  0.036593
Sample_1138  0.602429  0.235751  0.190777 -0.029390  0.012486 -0.014428  0.012275 -0.004162
Sample_1139  0.709065  0.143955  0.840035 -0.155946  0.005103 -0.055127  0.093564  0.157734
Sample_1140  0.483744  0.263079  0.074832  0.406841 -0.038560 -0.023984  0.078836  0.062014
