               AR1sum    AR2sum    AR1max    AR2max    AR1xCe    AR2xCe    AR1yCe    AR2yCe
Sample_1703  0.633992  0.312210 -0.085099  0.035528 -0.043318 -0.011865 -0.011532  0.101956
Sample_1704  0.440613  0.417009  0.344712  0.210174 -0.052728 -0.062302 -0.024226 -0.016922
Sample_1705  0.467637  0.421416  0.400087 -0.017705 -0.019443  0.006074  0.012430  0.038373
Sample_1706  0.882199  0.038703  0.514118  0.136151 -0.009942 -0.005246  0.043323 -0.002033
Sample_1707  0.674400  0.179482 -0.078658  0.386911 -0.027493  0.001536  0.039044  0.007030
Sample_1708  0.493566  0.427332 -0.491459 -0.387770 -0.002087 -0.002642  0.036302  0.028603
Sample_1709  0.633598  0.229808  0.241584  0.401073  0.021976 -0.017520  0.048695  0.052132
Sample_1710  0.661133  0.147406  0.101190  0.167658 -0.011239 -0.006379  0.109060  0.068011
Sample_1711  0.550601  0.306909  0.415071  0.116245 -0.011127 -0.017864  0.032918 -0.005230
Sample_1712  0.750306  0.180690  0.195490  0.280988 -0.013601 -0.021961  0.059509  0.000198
Sample_1713  0.412299  0.543415  0.358743  0.004137 -0.012098  0.009068  0.054217  0.044401
Sample_1714  0.706539  0.154226  0.865350 -0.176327 -0.024452 -0.000369  0.163344 -0.015336
Sample_1715  0.758065  0.136369  0.200580  0.005140  0.016622  0.002071 -0.016074  0.003315
Sample_1716  1.315807 -0.366612  0.703299 -0.148845  0.053585 -0.002502 -0.127814 -0.041059
Sample_1717  0.337865  0.460164  0.247360  0.041202 -0.016371 -0.014448 -0.023118 -0.019569
Sample_1718  0.765441  0.154615  0.642829  0.066859 -0.027215 -0.001615  0.028997  0.014179
Sample_1719  0.659330  0.207151  0.717082 -0.198124 -0.009025 -0.002452  0.024363  0.034127
Sample_1720  0.643463  0.296812  0.008944 -0.449184  0.000305  0.013688  0.038759 -0.003132
Sample_1721  0.433413  0.422015  0.138743  0.556294 -0.018395 -0.018531  0.040529  0.087414
Sample_1722  0.608425  0.329131  0.318554 -0.090897 -0.006155  0.005808  0.046707  0.033094
Sample_1723  0.596662  0.212789  0.230240  0.458376 -0.002636 -0.011055  0.060864 -0.006505
Sample_1724  0.818012  0.028582  0.216647  0.411127 -0.048476 -0.063498  0.100288  0.055612
Sample_1725  0.815242  0.122933  0.272475  0.265817 -0.034605 -0.028865  0.126798  0.033105
Sample_1726  0.949575 -0.062730  0.133271  0.157996  0.036993 -0.049358  0.022586  0.064209
Sample_1727  0.713820  0.082988  0.415048 -0.024991 -0.035797 -0.031772  0.146565  0.034760
Sample_1728  0.668762  0.255866  0.265621 -0.058373 -0.067796 -0.030947  0.092926  0.048017
Sample_1729  0.671836  0.193469  0.505161 -0.203868 -0.023266 -0.067358  0.122649  0.017967
Sample_1730  0.475029  0.457379  0.461488 -0.025438 -0.041193 -0.030428  0.096964  0.065283
Sample_1731  0.630080  0.149475  0.047468  0.276538 -0.008485 -0.097736  0.117788  0.077972
Sample_1732  0.482914  0.297530  0.223537  0.233256 -0.018193 -0.026479  0.061580  0.063284
Sample_1733  0.805290 -0.023043  0.267192  0.013891  0.027100 -0.028121  0.269820 -0.034105
Sample_1734  1.004197 -0.047128  0.324081  0.109714 -0.015102 -0.031978  0.079069  0.018364
Sample_1735  0.681067  0.154080  0.168771  0.027792 -0.029113 -0.036221  0.135892  0.040117
Sample_1736  0.953653 -0.094513  0.429924 -0.018505 -0.015325 -0.019867  0.079087  0.074301
Sample_1737  0.620314  0.278644  0.020216  0.396459 -0.046897 -0.031971  0.061677  0.053869
Sample_1738  0.727722  0.182561  0.018418  0.530291  0.008885 -0.043347  0.172372  0.004601
Sample_1739  0.601714  0.268539  0.632160 -0.023414 -0.007044 -0.034221  0.170263  0.034268
Sample_1740  0.748658  0.108106  0.199539  0.293149 -0.029317  0.002041  0.076037  0.020765
Sample_1741  0.544686  0.326705  0.535347  0.105273 -0.023512 -0.036430  0.182096  0.065785
Sample_1742  0.621322  0.264399  0.696039 -0.303001 -0.009964 -0.052171  0.155670  0.019456
Sample_1743  0.985881 -0.115734  0.464183  0.212891  0.000919 -0.025958  0.137139  0.016840
